739.0,238.0
739.0,215.0
739.0,207.0
739.0,216.0
739.0,213.0
739.0,212.0
739.0,226.0
739.0,217.0
739.0,226.0
739.0,213.0
739.0,206.0
739.0,244.0
739.0,211.0
739.0,232.0
739.0,234.0
739.0,227.0
739.0,206.0
739.0,205.0
739.0,221.0
739.0,237.0
739.0,210.0
739.0,215.0
739.0,207.0
739.0,216.0
739.0,215.0
739.0,211.0
739.0,232.0
739.0,206.0
739.0,207.0
739.0,211.0
739.0,221.0
739.0,224.0
739.0,224.0
739.0,205.0
739.0,215.0
739.0,215.0
739.0,207.0
739.0,206.0
739.0,209.0
739.0,210.0
739.0,218.0
739.0,244.0
739.0,215.0
739.0,204.0
739.0,202.0
739.0,224.0
739.0,214.0
739.0,218.0
739.0,204.0
739.0,222.0
739.0,215.0
739.0,206.0
739.0,203.0
739.0,237.0
739.0,212.0
739.0,216.0
739.0,238.0
739.0,209.0
739.0,214.0
739.0,226.0
739.0,212.0
739.0,271.0
739.0,258.0
739.0,252.0
739.0,256.0
739.0,230.0
739.0,265.0
739.0,220.0
739.0,205.0
739.0,203.0
739.0,214.0
739.0,230.0
739.0,204.0
739.0,210.0
739.0,203.0
739.0,201.0
739.0,219.0
739.0,213.0
739.0,221.0
739.0,238.0
739.0,221.0
739.0,224.0
739.0,221.0
739.0,204.0
739.0,201.0
739.0,232.0
739.0,215.0
739.0,224.0
739.0,216.0
739.0,211.0
739.0,211.0
739.0,217.0
739.0,233.0
739.0,227.0
739.0,214.0
739.0,202.0
739.0,209.0
739.0,211.0
739.0,205.0
739.0,205.0
739.0,213.0
739.0,209.0
739.0,225.0
739.0,211.0
739.0,216.0
739.0,214.0
739.0,217.0
739.0,209.0
739.0,218.0
739.0,218.0
739.0,217.0
739.0,230.0
739.0,205.0
739.0,208.0
739.0,223.0
739.0,207.0
739.0,208.0
739.0,206.0
739.0,254.0
739.0,267.0
739.0,236.0
739.0,211.0
739.0,243.0
739.0,218.0
739.0,207.0
739.0,209.0
739.0,211.0
739.0,203.0
739.0,219.0
739.0,205.0
739.0,220.0
739.0,208.0
739.0,231.0
739.0,214.0
739.0,214.0
739.0,216.0
739.0,204.0
739.0,227.0
739.0,208.0
739.0,208.0
739.0,222.0
739.0,235.0
739.0,210.0
739.0,201.0
739.0,220.0
739.0,206.0
739.0,214.0
739.0,209.0
739.0,212.0
739.0,212.0
739.0,216.0
739.0,207.0
739.0,212.0
739.0,216.0
739.0,217.0
739.0,218.0
739.0,216.0
739.0,222.0
739.0,208.0
739.0,234.0
739.0,250.0
739.0,222.0
739.0,210.0
739.0,213.0
739.0,206.0
739.0,218.0
739.0,209.0
739.0,210.0
739.0,212.0
739.0,226.0
739.0,222.0
739.0,276.0
739.0,256.0
739.0,258.0
739.0,264.0
739.0,208.0
739.0,220.0
739.0,203.0
739.0,250.0
739.0,237.0
739.0,218.0
739.0,211.0
739.0,210.0
739.0,218.0
739.0,214.0
739.0,227.0
739.0,229.0
739.0,219.0
739.0,204.0
739.0,211.0
739.0,204.0
739.0,208.0
739.0,210.0
739.0,213.0
739.0,212.0
739.0,250.0
739.0,219.0
739.0,207.0
739.0,226.0
739.0,204.0
