739.0,104.0
739.0,44.0
739.0,53.0
739.0,40.0
739.0,46.0
739.0,32.0
739.0,33.0
739.0,29.0
739.0,30.0
739.0,32.0
739.0,36.0
739.0,28.0
739.0,30.0
739.0,31.0
739.0,29.0
739.0,29.0
739.0,30.0
739.0,31.0
739.0,35.0
739.0,29.0
739.0,27.0
739.0,31.0
739.0,28.0
739.0,26.0
739.0,33.0
739.0,31.0
739.0,27.0
739.0,27.0
739.0,30.0
739.0,28.0
739.0,29.0
739.0,35.0
739.0,29.0
739.0,31.0
739.0,29.0
739.0,27.0
739.0,28.0
739.0,28.0
739.0,28.0
739.0,28.0
739.0,27.0
739.0,31.0
739.0,27.0
739.0,30.0
739.0,30.0
739.0,28.0
739.0,28.0
739.0,29.0
739.0,27.0
739.0,29.0
739.0,40.0
739.0,34.0
739.0,28.0
739.0,28.0
739.0,30.0
739.0,27.0
739.0,28.0
739.0,27.0
739.0,27.0
739.0,28.0
739.0,29.0
739.0,29.0
739.0,32.0
739.0,27.0
739.0,28.0
739.0,30.0
739.0,28.0
739.0,29.0
739.0,28.0
739.0,28.0
739.0,29.0
739.0,31.0
739.0,27.0
739.0,27.0
739.0,30.0
739.0,34.0
739.0,28.0
739.0,33.0
739.0,30.0
739.0,27.0
739.0,29.0
739.0,33.0
739.0,37.0
739.0,27.0
739.0,27.0
739.0,30.0
739.0,28.0
739.0,28.0
739.0,27.0
739.0,31.0
739.0,30.0
739.0,27.0
739.0,28.0
739.0,31.0
739.0,29.0
739.0,30.0
739.0,29.0
739.0,30.0
739.0,28.0
739.0,27.0
739.0,27.0
739.0,28.0
739.0,30.0
739.0,31.0
739.0,28.0
739.0,29.0
739.0,29.0
739.0,29.0
739.0,26.0
739.0,30.0
739.0,31.0
739.0,28.0
739.0,28.0
739.0,43.0
739.0,35.0
739.0,41.0
739.0,36.0
739.0,35.0
739.0,35.0
739.0,33.0
739.0,38.0
739.0,38.0
739.0,31.0
739.0,36.0
739.0,31.0
739.0,28.0
739.0,32.0
739.0,28.0
739.0,29.0
739.0,26.0
739.0,27.0
739.0,28.0
739.0,27.0
739.0,27.0
739.0,29.0
739.0,27.0
739.0,31.0
739.0,29.0
739.0,29.0
739.0,29.0
739.0,29.0
739.0,26.0
739.0,28.0
739.0,30.0
739.0,28.0
739.0,31.0
739.0,29.0
739.0,32.0
739.0,33.0
739.0,37.0
739.0,31.0
739.0,28.0
739.0,30.0
739.0,31.0
739.0,30.0
739.0,28.0
739.0,30.0
739.0,27.0
739.0,29.0
739.0,28.0
739.0,28.0
739.0,30.0
739.0,29.0
739.0,31.0
739.0,27.0
739.0,36.0
739.0,27.0
739.0,33.0
739.0,29.0
739.0,33.0
739.0,29.0
739.0,29.0
739.0,28.0
739.0,31.0
739.0,29.0
739.0,28.0
739.0,39.0
739.0,27.0
739.0,28.0
739.0,28.0
739.0,27.0
739.0,27.0
739.0,27.0
739.0,27.0
739.0,30.0
739.0,29.0
739.0,29.0
739.0,27.0
739.0,30.0
739.0,30.0
739.0,31.0
739.0,29.0
739.0,27.0
739.0,27.0
739.0,30.0
739.0,29.0
739.0,27.0
739.0,29.0
739.0,30.0
739.0,28.0
